Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,broad-scale_environmental_context,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_local_scale,environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_material_id,SRA Study,host_common_name,Host_Diet,host_genotype,host_intranasal_treatment,host_sex,host_subject_id,host_strain,neg_cont_type,pos_cont_type
SRR29054977,AMPLICON,502,8703676,PRJNA1111477,SAMN41393622,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,4783350,DUKE UNIVERSITY,2022-09-07,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Stool,not applicable,SRX24579912,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,317,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-757_Week_10_Label317,317,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,female,JI-757,C57BL/6,,
SRR29054978,AMPLICON,502,5504932,PRJNA1111477,SAMN41393610,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,3003923,DUKE UNIVERSITY,2022-09-07,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Stool,not applicable,SRX24579911,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,316,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Fecal_JI-752_Week_0_Label316,316,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-752,C57BL/6,,
SRR29054979,AMPLICON,502,10674026,PRJNA1111477,SAMN41393475,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5696570,DUKE UNIVERSITY,2022-02-24,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579910,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,19,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-656_Week_10_Label19,19,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,male,JI-656,C57BL/6,,
SRR29054980,AMPLICON,502,13873774,PRJNA1111477,SAMN41393625,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,7563125,DUKE UNIVERSITY,2022-09-07,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Mouse Stool,not applicable,SRX24579909,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,315,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Fecal_JI-758_Week_10_Label315,315,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,female,JI-758,C57BL/6,,
SRR29054981,AMPLICON,502,6875894,PRJNA1111477,SAMN41393596,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,3846564,DUKE UNIVERSITY,2022-09-06,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Stool,not applicable,SRX24579908,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,314,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-747_Week_13_Label314,314,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-747,C57BL/6,,
SRR29054982,AMPLICON,502,4723318,PRJNA1111477,SAMN41393595,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,2658744,DUKE UNIVERSITY,2022-09-06,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Stool,not applicable,SRX24579907,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,313,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Fecal_JI-747_Week_10_Label313,313,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-747,C57BL/6,,
SRR29054983,AMPLICON,502,8574160,PRJNA1111477,SAMN41393594,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,4648903,DUKE UNIVERSITY,2022-09-06,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Stool,not applicable,SRX24579906,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,312,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-747_Week_0_Label312,312,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-747,C57BL/6,,
SRR29054984,AMPLICON,502,9335694,PRJNA1111477,SAMN41393602,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5227316,DUKE UNIVERSITY,2022-09-06,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Mouse Stool,not applicable,SRX24579905,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,311,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-749_Week_13_Label311,311,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-749,C57BL/6,,
SRR29054985,AMPLICON,502,12072598,PRJNA1111477,SAMN41393601,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,6475108,DUKE UNIVERSITY,2022-09-06,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Stool,not applicable,SRX24579904,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,310,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-749_Week_10_Label310,310,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-749,C57BL/6,,
SRR29054986,AMPLICON,502,13131316,PRJNA1111477,SAMN41393624,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,7147551,DUKE UNIVERSITY,2022-09-07,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Stool,not applicable,SRX24579903,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,309,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Fecal_JI-758_Week_13_Label309,309,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,female,JI-758,C57BL/6,,
SRR29054987,AMPLICON,502,10260880,PRJNA1111477,SAMN41393605,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5648699,DUKE UNIVERSITY,2022-09-06,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Stool,not applicable,SRX24579902,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,308,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Fecal_JI-750_Week_13_Label308,308,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,male,JI-750,C57BL/6,,
SRR29054988,AMPLICON,502,10743804,PRJNA1111477,SAMN41393604,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5952722,DUKE UNIVERSITY,2022-09-06,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579901,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,307,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Fecal_JI-750_Week_10_Label307,307,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,male,JI-750,C57BL/6,,
SRR29054989,AMPLICON,502,11003840,PRJNA1111477,SAMN41393612,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5999496,DUKE UNIVERSITY,2022-09-07,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Mouse Stool,not applicable,SRX24579900,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,306,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-753_Week_0_Label306,306,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-753,C57BL/6,,
SRR29054990,AMPLICON,502,2478374,PRJNA1111477,SAMN41393501,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,1384804,DUKE UNIVERSITY,2022-03-01,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Mouse Stool,not applicable,SRX24579899,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,18,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-673_Week_13_Label18,18,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",Phosphate buffer saline,female,JI-673,C57BL/6,,
SRR29054991,AMPLICON,502,9195636,PRJNA1111477,SAMN41393599,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5074202,DUKE UNIVERSITY,2022-09-06,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Stool,not applicable,SRX24579898,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,305,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-748_Week_13_Label305,305,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-748,C57BL/6,,
SRR29054992,AMPLICON,502,12657428,PRJNA1111477,SAMN41393598,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,6851607,DUKE UNIVERSITY,2022-09-06,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Stool,not applicable,SRX24579897,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,304,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-748_Week_10_Label304,304,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-748,C57BL/6,,
SRR29054993,AMPLICON,502,9997832,PRJNA1111477,SAMN41393603,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5392433,DUKE UNIVERSITY,2022-09-06,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579896,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,303,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-750_Week_0_Label303,303,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,male,JI-750,C57BL/6,,
SRR29054994,AMPLICON,502,9888396,PRJNA1111477,SAMN41393600,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5403335,DUKE UNIVERSITY,2022-09-06,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Stool,not applicable,SRX24579895,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,302,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-749_Week_0_Label302,302,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-749,C57BL/6,,
SRR29054995,AMPLICON,502,4481856,PRJNA1111477,SAMN41393597,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,2462362,DUKE UNIVERSITY,2022-09-06,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Stool,not applicable,SRX24579894,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,301,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-748_Week_0_Label301,301,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-748,C57BL/6,,
SRR29054996,AMPLICON,502,5522,PRJNA1111477,SAMN41393738,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,66681,DUKE UNIVERSITY,2023-01-09,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,SRX24579893,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,300,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PSPro-Elution-Buffer-Blank-9,300,SRP508123,,,,,,,,DNA Extraction Blank,
SRR29054997,AMPLICON,502,2008,PRJNA1111477,SAMN41393737,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,63519,DUKE UNIVERSITY,2023-01-09,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,SRX24579892,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,299,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PSPro-Kit-blank-10,299,SRP508123,,,,,,,,DNA Extraction Blank,
SRR29054998,AMPLICON,502,10812076,PRJNA1111477,SAMN41393618,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5851352,DUKE UNIVERSITY,2022-09-07,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Mouse Stool,not applicable,SRX24579891,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,298,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-756_Week_13_Label298,298,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",House dust mite,female,JI-756,C57BL/6,,
SRR29054999,AMPLICON,502,10960166,PRJNA1111477,SAMN41393573,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,6032992,DUKE UNIVERSITY,2022-09-01,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Stool,not applicable,SRX24579890,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,297,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Fecal_JI-738_Week_13_Label297,297,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",House dust mite,female,JI-738,C57BL/6,,
SRR29055000,AMPLICON,502,12234744,PRJNA1111477,SAMN41393609,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,6528489,DUKE UNIVERSITY,2022-09-07,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Stool,not applicable,SRX24579889,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,296,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-752_Week_10_Label296,296,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-752,C57BL/6,,
SRR29055001,AMPLICON,502,7180608,PRJNA1111477,SAMN41393529,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,4241630,DUKE UNIVERSITY,2022-03-08,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579888,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,17,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,Fecal_JI-691_Week_13_Label17,17,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",House dust mite,male,JI-691,C57BL/6,,
SRR29055002,AMPLICON,502,21448452,PRJNA1111477,SAMN41393621,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,12315971,DUKE UNIVERSITY,2022-09-07,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579887,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,295,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-757_Week_13_Label295,295,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,female,JI-757,C57BL/6,,
SRR29055003,AMPLICON,502,7420564,PRJNA1111477,SAMN41393592,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,4055166,DUKE UNIVERSITY,2022-09-06,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Mouse Stool,not applicable,SRX24579886,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,294,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-746_Week_0_Label294,294,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,male,JI-746,C57BL/6,,
SRR29055004,AMPLICON,502,10575634,PRJNA1111477,SAMN41393558,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5721009,DUKE UNIVERSITY,2022-08-31,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Mouse Stool,not applicable,SRX24579885,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,293,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-732_Week_10_Label293,293,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,male,JI-732,C57BL/6,,
SRR29055005,AMPLICON,502,10152448,PRJNA1111477,SAMN41393607,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,5648086,DUKE UNIVERSITY,2022-09-06,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Mouse Stool,not applicable,SRX24579884,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,292,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-751_Week_13_Label292,292,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,male,JI-751,C57BL/6,,
SRR29055006,AMPLICON,502,8503378,PRJNA1111477,SAMN41393481,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,4575532,DUKE UNIVERSITY,2022-02-24,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579883,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,56,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-660_Week_10_Label56,56,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,male,JI-660,C57BL/6,,
SRR29055007,AMPLICON,502,8585706,PRJNA1111477,SAMN41393514,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,4662466,DUKE UNIVERSITY,2022-03-07,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Mouse Stool,not applicable,SRX24579882,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,55,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-683_Week_10_Label55,55,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",House dust mite,female,JI-683,C57BL/6,,
SRR29055008,AMPLICON,502,7503896,PRJNA1111477,SAMN41393528,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,4274193,DUKE UNIVERSITY,2022-03-08,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579881,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,54,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-690_Week_10_Label54,54,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",Phosphate buffer saline,male,JI-690,C57BL/6,,
SRR29055009,AMPLICON,502,51999670,PRJNA1111477,SAMN41393504,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,27997105,DUKE UNIVERSITY,2022-03-01,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Mouse Stool,not applicable,SRX24579880,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,53,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-675_Week_10_Label53,53,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,female,JI-675,C57BL/6,,
SRR29055010,AMPLICON,502,15140822,PRJNA1111477,SAMN41393495,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,7928820,DUKE UNIVERSITY,2022-02-28,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Mouse Stool,not applicable,SRX24579879,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,52,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-669_Week_10_Label52,52,SRP508123,Mouse,High_Fat_Diet,"Wild type\, GLP1r(+/+)",Phosphate buffer saline,female,JI-669,C57BL/6,,
SRR29055011,AMPLICON,502,14349670,PRJNA1111477,SAMN41393470,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,7710384,DUKE UNIVERSITY,2022-02-17,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579878,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,6,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-652_Week_10_Label6,6,SRP508123,Mouse,High_Fat_Diet,"Knockout\, Glp1r(-/-)",House dust mite,male,JI-652,C57BL/6,,
SRR29055012,AMPLICON,502,11210664,PRJNA1111477,SAMN41393517,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,6174588,DUKE UNIVERSITY,2022-03-07,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Mouse Stool,not applicable,SRX24579877,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,51,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-684_Week_0_Label51,51,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,female,JI-684,C57BL/6,,
SRR29055013,AMPLICON,502,14253286,PRJNA1111477,SAMN41393480,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,7634343,DUKE UNIVERSITY,2022-02-24,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Mouse Stool,not applicable,SRX24579876,USA,North America,USA:Durham,Mus musculus,Illumina MiSeq,36.01 N 78.94 W,50,PAIRED,PCR,GENOMIC,mouse gut metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:22:00Z,1,Fecal_JI-660_Week_0_Label50,50,SRP508123,Mouse,Normal_Chow,"Knockout\, Glp1r(-/-)",Phosphate buffer saline,male,JI-660,C57BL/6,,
SRR29055014,AMPLICON,502,8534,PRJNA1111477,SAMN41393726,"MIMARKS.survey,MIGS/MIMS/MIMARKS.host-associated",not applicable,68473,DUKE UNIVERSITY,2022-06-02,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,SRX24579875,uncalculated,uncalculated,missing: control sample,not applicable,Illumina MiSeq,not applicable,49,PAIRED,PCR,GENOMIC,metagenome,ILLUMINA,2024-05-21T00:00:00Z,2024-05-16T11:21:00Z,1,PSPro-Kit-blank-3,49,SRP508123,,,,,,,,DNA Extraction Blank,
